ensembl_peptide_id,tf_gene,entrezgene_id
ENSP00000325485,CERS5,91012
ENSP00000325494,GLIS3,169792
ENSP00000325546,PLAG1,5324
ENSP00000325634,ZNF639,51193
ENSP00000325819,NR2F1,7025
ENSP00000326200,ZBTB11,27107
ENSP00000326240,MYNN,55892
ENSP00000326249,ZNF454,285676
ENSP00000326272,FOXL1,2300
ENSP00000326296,MEIS2,4212
ENSP00000326328,MYB,4602
ENSP00000326371,FOXC2,2303
ENSP00000326391,BHLHA15,168620
ENSP00000326477,SETDB2,83852
ENSP00000326581,PEG3,5178
ENSP00000326630,ZFPM1,161882
ENSP00000326967,ZNF121,7675
ENSP00000327025,RORC,6097
ENSP00000327048,MAF,4094
ENSP00000327143,ZNF354B,117608
ENSP00000327314,ZNF283,284349
ENSP00000327316,ETV3,2117
ENSP00000327427,ZFP41,286128
ENSP00000327465,MYT1,4661
ENSP00000327538,ZNF534,147658
ENSP00000327597,ZNF610,162963
ENSP00000327758,NKX2-5,1482
ENSP00000327850,NFATC1,4772
ENSP00000327867,MITF,4286
ENSP00000327959,TGIF1,7050
ENSP00000327968,SNAI3,333929
ENSP00000328245,ZNF71,58491
ENSP00000328364,MAFA,389692
ENSP00000328515,ZNF696,79943
ENSP00000328596,SIX6,4990
ENSP00000328598,HOXD1,3231
ENSP00000328720,FOXK1,221937
ENSP00000328722,ZNF616,90317
ENSP00000328843,NR2C1,7181
ENSP00000328928,HOXB4,3214
ENSP00000329140,CREB3L2,64764
ENSP00000329141,ZNF37A,7587
ENSP00000329170,POU3F2,5454
ENSP00000329264,ZNF662,389114
ENSP00000329357,SP1,6667
ENSP00000329411,IRF7,3665
ENSP00000329738,ZSCAN30,100101467
ENSP00000329793,ZNF85,7639
ENSP00000330190,POU6F1,5463
ENSP00000330838,ZNF775,285971
ENSP00000331040,OLIG2,10215
ENSP00000331057,TCF12,6938
ENSP00000331152,MXI1,4601
ENSP00000331176,TBX1,6899
ENSP00000331324,NFATC3,4775
ENSP00000331327,WT1,7490
ENSP00000331462,ZNF704,619279
ENSP00000331465,ZNF84,7637
ENSP00000331470,DBX2,440097
ENSP00000331540,ZNF570,148268
ENSP00000331577,ZNF397,84307
ENSP00000331608,IRX3,79191
ENSP00000331614,IKZF1,10320
ENSP00000331626,ZKSCAN2,342357
ENSP00000331741,HOXB2,3212
ENSP00000331791,TBX1,6899
ENSP00000331803,IRF7,3665
ENSP00000331927,ZNF789,285989
ENSP00000332123,RP5-1187M17.10,9762
ENSP00000332148,DZIP1L,199221
ENSP00000332208,RFX6,222546
ENSP00000332293,ASCL2,430
ENSP00000332296,RARB,5915
ENSP00000332433,ZSCAN22,342945
ENSP00000332595,ZNF92,168374
ENSP00000332744,ALX4,60529
ENSP00000332750,ZKSCAN8,7745
ENSP00000332861,ZNF530,348327
ENSP00000332973,SMAD3,4088
ENSP00000333097,FIGLA,344018
ENSP00000333113,NFXL1,152518
ENSP00000333114,TSHZ2,128553
ENSP00000333122,NR4A3,8013
ENSP00000333188,FOXL2,668
ENSP00000333192,ZFP1,162239
ENSP00000333199,ZNF816,125893
ENSP00000333223,ZNF470,388566
ENSP00000333275,NR2C1,7181
ENSP00000333552,MEIS3,56917
ENSP00000333571,ZNF438,220929
ENSP00000333633,MTA1,9112
ENSP00000333660,ZNF571,51276
ENSP00000333725,ZNF26,7574
ENSP00000333776,ZNF479,90827
ENSP00000333802,ZNF599,148103
ENSP00000333980,ZNF749,388567
ENSP00000334146,ZNF347,84671
ENSP00000334164,ZNF480,147657
ENSP00000334170,ZNF410,57862
ENSP00000334294,TCFL5,10732
ENSP00000334351,BPTF,2186
ENSP00000334394,ZNF677,342926
ENSP00000334458,GATA4,2626
ENSP00000334472,FOXE3,2301
ENSP00000334474,ZMIZ1,57178
ENSP00000334547,TAL2,6887
ENSP00000334685,ZNF568,374900
ENSP00000334695,ZNF529,57711
ENSP00000334754,TEAD1,7003
ENSP00000334762,ZNF726,730087
ENSP00000334800,ZSCAN25,221785
ENSP00000334813,RAX,30062
ENSP00000334853,ZNF555,148254
ENSP00000335042,ZNF486,90649
ENSP00000335044,ARID2,196528
ENSP00000335087,RORA,6095
ENSP00000335191,TBX10,347853
ENSP00000335437,ZNF20,7568
ENSP00000335493,FOXD2,2306
ENSP00000335505,SHOX,6473
ENSP00000335551,ESR2,2100
ENSP00000335574,RREB1,6239
ENSP00000335578,ARGFX,503582
ENSP00000335670,ZNF480,147657
ENSP00000335677,FOXK2,3607
ENSP00000336528,NR1I2,8856
ENSP00000336565,ZNF446,55663
ENSP00000336620,ZNF687,57592
ENSP00000336719,ZNF226,7769
ENSP00000336790,ATF4,468
ENSP00000337008,ZNF644,84146
ENSP00000337063,PPARD,5467
ENSP00000337081,ZNF112,7771
ENSP00000337122,ZNF354A,6940
ENSP00000337138,CREM,1390
ENSP00000337202,MEF2A,4205
ENSP00000337320,ZNF664,144348
ENSP00000337330,HOPX,84525
ENSP00000337363,ZNF394,84124
ENSP00000337368,ZNF224,7767
ENSP00000337473,ZNF324B,388569
ENSP00000337520,PATZ1,23598
ENSP00000337555,ZNF548,147694
ENSP00000337694,ZXDC,79364
ENSP00000337723,TBX5,6910
ENSP00000337724,ZNF202,7753
ENSP00000337852,ZNF576,79177
ENSP00000337862,OVOL1,5017
ENSP00000337889,MXD4,10608
ENSP00000338018,HIF1A,3091
ENSP00000338157,ZBTB16,7704
ENSP00000338166,RP5-1187M17.10,9762
ENSP00000338217,ZNF532,55205
ENSP00000338272,HEY1,23462
ENSP00000338283,NPAS2,4862
ENSP00000338290,GZF1,64412
ENSP00000338572,ZNF212,7988
ENSP00000338608,ELF4,2000
ENSP00000338629,RERE,473
ENSP00000338670,ZNF671,79891
ENSP00000338767,PAX3,5077
ENSP00000338770,ZNF420,147923
ENSP00000338774,BCL11A,53335
ENSP00000338806,NFAT5,10725
ENSP00000338807,ZBTB49,166793
ENSP00000338860,ZNF444,55311
ENSP00000339004,FOXG1,2290
ENSP00000339030,ZFP91,80829
ENSP00000339314,ZNF70,7621
ENSP00000339438,TRERF1,55809
ENSP00000339527,FOXO3,2309
ENSP00000339546,MBD1,4152
ENSP00000339549,MEIS2,4212
ENSP00000339562,ZNF211,10520
ENSP00000339585,ZNF449,203523
ENSP00000339627,FLI1,2313
ENSP00000339631,TGIF1,7050
ENSP00000339670,BAZ2B,29994
ENSP00000339699,RBPJ,3516
ENSP00000339764,PRDM8,56978
ENSP00000339767,ZNF433,163059
ENSP00000339823,ZNF546,339327
ENSP00000339906,PAX4,5078
ENSP00000339992,MYB,4602
ENSP00000340004,ZNF564,163050
ENSP00000340029,ZNF207,7756
ENSP00000340124,RBPJ,3516
ENSP00000340132,ZNF383,163087
ENSP00000340137,LHX6,26468
ENSP00000340171,ZNF573,126231
ENSP00000340226,LMX1A,4009
ENSP00000340301,NR4A3,8013
ENSP00000340514,ZNF14,7561
ENSP00000340524,ZNF721,170960
ENSP00000340576,ATF2,1386
ENSP00000340633,USF2,7392
ENSP00000340671,DDIT3,1649
ENSP00000340683,ZNF823,55552
ENSP00000340690,RUNX1,861
ENSP00000340690,RUNX1,100506403
ENSP00000340711,ZNF169,169841
ENSP00000340740,TP73,7161
ENSP00000340749,ZNF124,7678
ENSP00000340799,SP6,80320
ENSP00000340841,ZNF621,285268
ENSP00000340874,MEF2C,4208
ENSP00000340971,HSFY2,86614
ENSP00000340971,HSFY2,159119
ENSP00000341024,SATB1,6304
ENSP00000341108,HMX2,3167
ENSP00000341135,NR6A1,2649
ENSP00000341151,ZNF81,347344
ENSP00000341165,ZNF772,400720
ENSP00000341208,STAT5A,6776
ENSP00000341236,ZNF695,57116
ENSP00000341243,RBPJL,11317
ENSP00000341280,JARID2,3720
ENSP00000341390,NR3C2,4306
ENSP00000341400,MEIS2,4212
ENSP00000341455,PBX1,5087
ENSP00000341497,ZNF177,7730
ENSP00000341507,ZNF780A,284323
ENSP00000341528,ZNF34,80778
ENSP00000341551,SMAD4,4089
ENSP00000341619,GATA3,2625
ENSP00000341621,PRDM2,7799
ENSP00000341843,ETV7,51513
ENSP00000341875,CREM,1390
ENSP00000341883,ZKSCAN3,80317
ENSP00000341961,FOXD4L3,286380
ENSP00000341977,IKZF3,22806
ENSP00000341990,PBX3,5090
ENSP00000342002,ZNF93,81931
ENSP00000342019,ZNF189,7743
ENSP00000342092,PAX3,5077
ENSP00000342096,SP140,11262
ENSP00000342136,CREB3,10488
ENSP00000342209,FOXO4,4303
ENSP00000342252,TFAP2B,7021
ENSP00000342260,ETV7,51513
ENSP00000342302,HSFY1,86614
ENSP00000342307,FOXM1,2305
ENSP00000342340,ZNF85,7639
ENSP00000342392,MESP2,145873
ENSP00000342408,CSDE1,7812
ENSP00000342459,TCF12,6938
ENSP00000342482,MAX,4149
ENSP00000342630,ESR1,2099
ENSP00000342750,IKZF1,10320
ENSP00000342818,ZNF669,79862
ENSP00000342828,NKX2-3,159296
ENSP00000342847,ZNF292,23036
ENSP00000342876,IKZF2,22807
ENSP00000342905,ADNP,23394
ENSP00000342931,POU1F1,5449
ENSP00000342974,ZNF791,163049
ENSP00000343023,SP100,6672
ENSP00000343052,PAX3,5077
ENSP00000343155,XBP1,7494
ENSP00000343205,NR3C1,2908
ENSP00000343246,HOXA1,3198
ENSP00000343288,FOXN3,1112
ENSP00000343384,ZFX,7543
ENSP00000343443,ZNF107,51427
ENSP00000343464,HELT,391723
ENSP00000343477,RUNX3,864
ENSP00000343581,ZFP30,22835
ENSP00000343617,ZNF606,80095
ENSP00000343619,HOXA9,3205
ENSP00000343633,FOXN2,3344
ENSP00000343698,RARG,5916
ENSP00000343728,DNAJC21,134218
ENSP00000343768,ZNF540,163255
ENSP00000343819,OTX2,5015
ENSP00000343907,NR3C2,4306
ENSP00000343925,ESR2,2100
ENSP00000343948,TFEB,7942
ENSP00000343969,TGIF1,7050
ENSP00000344095,ZNF683,257101
ENSP00000344097,ZNF76,7629
ENSP00000344129,ZNF648,127665
ENSP00000344162,ZNF136,7695
ENSP00000344285,BSX,390259
ENSP00000344297,PAX4,5078
ENSP00000344308,ZNF341,84905
ENSP00000344352,ATF3,467
ENSP00000344365,CREM,1390
ENSP00000344375,TCF3,6929
ENSP00000344401,LIN28B,389421
ENSP00000344471,IKZF3,22806
ENSP00000344473,GLI2,2736
ENSP00000344479,NR4A2,4929
ENSP00000344483,ZNF195,7748
ENSP00000344615,ZFP64,55734
ENSP00000344727,GLI4,2738
ENSP00000344745,ZNF12,7559
ENSP00000344782,GFI1B,8328
ENSP00000344791,ZNF600,162966
ENSP00000344828,ZNF678,339500
ENSP00000344903,MAFK,7975
ENSP00000345024,GLI4,2738
ENSP00000345140,ZNF746,155061
ENSP00000345147,NKX2-4,644524
ENSP00000345206,RBPJ,3516
ENSP00000345339,ZSCAN31,64288
ENSP00000345384,CREM,1390
ENSP00000345393,MAFF,23764
ENSP00000345420,ASCL4,121549
ENSP00000345459,AFF2,2334
ENSP00000345479,ZNF587,84914
ENSP00000345571,E2F1,1869
ENSP00000345585,ELK1,2002
ENSP00000345616,ESR2,2100
ENSP00000345622,IKZF3,22806
ENSP00000345642,BACH2,60468
ENSP00000345681,GATA2,2624
ENSP00000345702,NFYA,4800
ENSP00000345772,TEAD3,7005
ENSP00000345809,ZNF197,10168
ENSP00000346090,ZNF133,7692
ENSP00000346136,ZNF419,79744
ENSP00000346175,SETDB2,83852
ENSP00000346285,TRERF1,55809
ENSP00000346305,ZNF112,7771
ENSP00000346339,HNF4G,3174
ENSP00000346348,ZNF774,342132
ENSP00000346372,ARNT,405
ENSP00000346389,MEF2A,4205
ENSP00000346420,NFAT5,10725
ENSP00000346423,TP73,7161
ENSP00000346440,TCF4,6925
ENSP00000346464,VPS72,6944
ENSP00000346582,TWIST1,7291
ENSP00000346603,ZBTB45,84878
ENSP00000346613,ZNF195,7748
ENSP00000346614,TP63,8626
ENSP00000346629,MLXIPL,51085
ENSP00000346729,ZNF589,51385
ENSP00000346761,HEY1,23462
ENSP00000346804,CREM,1390
ENSP00000346810,PLAGL1,5325
ENSP00000346879,NKX2-1,7080
ENSP00000346886,GABPA,2551
ENSP00000347004,PITX2,5308
ENSP00000347043,ZNF649,65251
ENSP00000347045,ZNF43,7594
ENSP00000347192,PITX2,5308
ENSP00000347210,ZNF736,728927
ENSP00000347234,ZNF565,147929
ENSP00000347338,ZNF607,84775
ENSP00000347354,FOXN4,121643
ENSP00000347385,PAX2,5076
ENSP00000347648,ZNF512,84450
ENSP00000347659,RBPJ,3516
ENSP00000347684,LMX1B,4010
ENSP00000347691,ZNF493,284443
ENSP00000347730,ZNF536,9745
ENSP00000347755,ZNF140,7699
ENSP00000347868,ZNF253,56242
ENSP00000347896,MBD6,114785
ENSP00000347910,ZNF44,51710
ENSP00000348018,ZNF384,171017
ENSP00000348069,SREBF1,6720
ENSP00000348162,ZNF507,22847
ENSP00000348298,LCOR,84458
ENSP00000348333,GRHL3,57822
ENSP00000348374,TCF4,6925
ENSP00000348460,NPAS3,64067
ENSP00000348501,ZNF527,84503
ENSP00000348551,NCOR2,9612
ENSP00000348597,LHX8,431707
ENSP00000348673,ZNF770,54989
ENSP00000348827,THRB,7068
ENSP00000348992,ZNF772,400720
ENSP00000349098,ZNF74,7625
ENSP00000349150,MYNN,55892
ENSP00000349161,ZNF790,388536
ENSP00000349164,RORC,6097
ENSP00000349282,SMAD2,4087
ENSP00000349300,BCL11A,53335
ENSP00000349387,CREM,1390
ENSP00000349401,ZNF708,7562
ENSP00000349440,ZNF585A,199704
ENSP00000349494,ZNF254,9534
ENSP00000349503,ZBTB14,7541
ENSP00000349723,BCL11B,64919
ENSP00000349770,IRF5,3663
ENSP00000349796,ZNF23,7571
ENSP00000349803,ZBTB20,26137
ENSP00000349861,ZNF573,126231
ENSP00000349882,ZNF248,57209
ENSP00000349928,IKZF1,10320
ENSP00000350049,HOMEZ,57594
ENSP00000350072,NFE2L1,4779
ENSP00000350083,ZNF451,26036
ENSP00000350085,ZNF43,7594
ENSP00000350101,ZNF74,7625
ENSP00000350113,ZNF92,168374
ENSP00000350295,ZNF816,125893
ENSP00000350359,CREB5,9586
ENSP00000350366,TP73,7161
ENSP00000350369,MAFG,4097
ENSP00000350418,ZNF98,148198
ENSP00000350446,NPAS3,64067
ENSP00000350549,HMX3,340784
ENSP00000350552,RFX4,5992
ENSP00000350574,ZBTB44,29068
ENSP00000350576,ZNF441,126068
ENSP00000350586,ZFAND5,7763
ENSP00000350651,ERI2,112479
ENSP00000350681,ELK4,2005
ENSP00000350773,ZNF329,79673
ENSP00000350815,NR3C2,4306
ENSP00000350844,PAX5,5079
ENSP00000350865,DMRT2,10655
ENSP00000351042,ZNF100,163227
ENSP00000351123,RUNX1,861
ENSP00000351123,RUNX1,100506403
ENSP00000351175,MAX,4149
ENSP00000351184,TEAD4,7004
ENSP00000351255,STAT4,6775
ENSP00000351257,ZSCAN2,54993
ENSP00000351280,ZNF429,353088
ENSP00000351292,APOL2,23780
ENSP00000351307,BCL11A,53335
ENSP00000351324,ZNF682,91120
ENSP00000351329,CSDE1,7812
ENSP00000351391,ZNF781,163115
ENSP00000351407,ARNT,405
ENSP00000351412,ESR2,2100
ENSP00000351458,ELF2,1998
ENSP00000351482,ZNF707,286075
ENSP00000351482,ZNF707,101928160
ENSP00000351488,SP110,3431
ENSP00000351490,MAX,4149
ENSP00000351530,ZXDA,7789
ENSP00000351535,ZNF23,7571
ENSP00000351539,ZBTB18,10472
ENSP00000351552,GATAD2A,54815
ENSP00000351555,BAZ1A,11177
ENSP00000351574,RFX3,5991
ENSP00000351575,BDP1,55814
ENSP00000351587,ZBTB1,22890
ENSP00000351594,ZNF571,51276
ENSP00000351686,PRDM10,56980
ENSP00000351742,TFEB,7942
ENSP00000351883,ZSCAN5B,342933
ENSP00000351939,ZNF574,64763
ENSP00000352026,CHURC1,91612
ENSP00000352076,RFX2,5990
ENSP00000352077,ESRRG,2104
ENSP00000352123,IKZF1,10320
ENSP00000352233,ZNF705A,440077
ENSP00000352233,ZNF705A,100131539
ENSP00000352444,ZNF33B,7582
ENSP00000352483,TBX1,6899
ENSP00000352514,RUNX2,860
ENSP00000352565,HAND2,9464
ENSP00000352610,TP53,7157
ENSP00000352648,BCL11A,53335
ENSP00000352673,ELF3,1999
ENSP00000352770,ZNF138,7697
ENSP00000352836,ZNF675,171392
ENSP00000352846,ZNF808,388558
ENSP00000352900,RXRG,6258
ENSP00000352901,FOXM1,2305
ENSP00000352926,TEAD4,7004
ENSP00000353058,ZNF517,340385
ENSP00000353108,ESRRG,2104
ENSP00000353132,DMBX1,127343
ENSP00000353151,HOXA4,3201
ENSP00000353269,MYT1,4661
ENSP00000353314,ZNF605,100289635
ENSP00000353344,ETS2,2114
ENSP00000353401,CUX1,1523
ENSP00000353410,ZNF600,162966
ENSP00000353427,NR4A1,3164
ENSP00000353458,BAZ1A,11177
ENSP00000353463,GATAD2A,54815
ENSP00000353491,ZNF460,10794
ENSP00000353496,RP5-1187M17.10,9762
ENSP00000353515,ZNF461,92283
ENSP00000353554,ZNF317,57693
ENSP00000353652,ZNF528,84436
ENSP00000353734,PLAGL1,5325
ENSP00000353803,MEF2D,4209
ENSP00000353863,ZNF148,7707
ENSP00000353916,PPARD,5467
ENSP00000353922,ZNF711,7552
ENSP00000353957,ZNF567,163081
ENSP00000354118,PRDM10,56980
ENSP00000354194,ETS2,2114
ENSP00000354206,ZNF219,51222
ENSP00000354267,AEBP2,121536
ENSP00000354305,ZSCAN12,9753
ENSP00000354377,ZNF37A,7587
ENSP00000354394,STAT1,6772
ENSP00000354414,ZNF627,199692
ENSP00000354449,FOXJ3,22887
ENSP00000354453,ZFP2,80108
ENSP00000354476,SREBF2,6721
ENSP00000354478,DLX1,1745
ENSP00000354482,SP8,221833
ENSP00000354487,ZEB1,6935
ENSP00000354492,FOXM1,2305
ENSP00000354501,ZNF277,11179
ENSP00000354526,L3MBTL3,84456
ENSP00000354528,RBPJ,3516
ENSP00000354547,ZFP69B,65243
ENSP00000354584,ESRRG,2104
ENSP00000354586,GLI2,2736
ENSP00000354588,TEAD1,7003
ENSP00000354592,ZNF384,171017
ENSP00000354593,CREM,1390
ENSP00000354606,MXI1,4601
ENSP00000354620,FOXJ3,22887
ENSP00000354663,ZNF438,220929
ENSP00000354683,ZNF630,57232
ENSP00000354686,ZNF652,22834
ENSP00000354694,ZNF485,220992
ENSP00000354794,ZNF521,25925
ENSP00000354828,CAMTA2,23125
ENSP00000354855,NFE2L1,4779
ENSP00000354865,DLX1,1745
ENSP00000354943,GRHL3,57822
ENSP00000355001,POU3F3,5455
ENSP00000355018,DZIP1,22873
ENSP00000355043,ZNF277,11179
ENSP00000355053,ZSCAN20,7579
ENSP00000355069,PAX2,5076
ENSP00000355119,TGIF2LX,90316
ENSP00000355140,HOXB1,3211
ENSP00000355175,DZIP1,22873
ENSP00000355179,ZFP64,55734
ENSP00000355186,GMEB1,10691
ENSP00000355190,NFE2L1,4779
ENSP00000355225,ESRRG,2104
ENSP00000355245,PAX9,5083
ENSP00000355249,E2F2,1870
ENSP00000355427,ZNF692,55657
ENSP00000355459,ZNF670,93474
ENSP00000355775,MIXL1,83881
ENSP00000355836,T,6862
ENSP00000355841,T,6862
ENSP00000355870,HLX,3142
ENSP00000355904,ESRRG,2104
ENSP00000355905,ESRRG,2104
ENSP00000355907,ESRRG,2104
ENSP00000355925,PROX1,5629
ENSP00000355952,ATF3,467
ENSP00000355954,ATF3,467
ENSP00000355972,RCOR3,55758
ENSP00000355973,RCOR3,55758
ENSP00000355988,IRF6,3664
ENSP00000356061,TULP4,56995
ENSP00000356064,TULP4,56995
ENSP00000356233,KDM5B,10765
ENSP00000356234,KDM5B,10765
ENSP00000356252,ELF3,1999
ENSP00000356253,ELF3,1999
ENSP00000356321,ZNF281,23528
ENSP00000356322,ZNF281,23528
ENSP00000356331,NR5A2,2494
ENSP00000356357,LHX9,56956
ENSP00000356360,LHX9,56956
ENSP00000356361,LHX9,56956
ENSP00000356375,ZBTB41,360023
ENSP00000356543,PLAGL1,5325
ENSP00000356544,PLAGL1,5325
ENSP00000356575,HIVEP2,3097
ENSP00000356576,HIVEP2,3097
ENSP00000356674,ZBTB37,84614
ENSP00000356708,OLIG3,167826
ENSP00000356734,PRRX1,5396
ENSP00000356786,MYB,4602
ENSP00000356788,MYB,4602
ENSP00000356795,TBX19,9095
ENSP00000356836,POU2F1,5451
ENSP00000356840,POU2F1,5451
ENSP00000356857,TCF21,6943
ENSP00000356868,LMX1A,4009
ENSP00000356872,PBX1,5087
ENSP00000356919,ATF6,22926
ENSP00000356958,NR1I3,9970
ENSP00000356959,NR1I3,9970
ENSP00000356960,NR1I3,9970
ENSP00000356961,NR1I3,9970
ENSP00000356962,NR1I3,9970
ENSP00000356963,NR1I3,9970
ENSP00000356965,NR1I3,9970
ENSP00000356998,USF1,7391
ENSP00000356999,USF1,7391
ENSP00000357000,USF1,7391
ENSP00000357118,L3MBTL3,84456
ENSP00000357121,L3MBTL3,84456
ENSP00000357175,ETV3,2117
ENSP00000357223,MEF2D,4209
ENSP00000357348,HEY2,23493
ENSP00000357349,HEY2,23493
ENSP00000357411,ZBTB7B,51043
ENSP00000357440,HSF2,3298
ENSP00000357556,VENTX,27287
ENSP00000357581,NKX6-2,84504
ENSP00000357589,CREB3L4,148327
ENSP00000357592,CREB3L4,148327
ENSP00000357596,CREB3L4,148327
ENSP00000357644,GATAD2B,57459
ENSP00000357864,RFX5,5993
ENSP00000357881,IKZF5,64376
ENSP00000357887,VPS72,6944
ENSP00000357945,CERS2,29956
ENSP00000357950,CERS2,29956
ENSP00000357965,SETDB1,9869
ENSP00000357979,NR2E1,7101
ENSP00000357982,NR2E1,7101
ENSP00000358085,PRDM1,639
ENSP00000358092,PRDM1,639
ENSP00000358207,VAX1,11023
ENSP00000358210,SIM1,6492
ENSP00000358216,PRDM13,59336
ENSP00000358217,PRDM13,59336
ENSP00000358304,PIAS3,10401
ENSP00000358437,TBX15,6913
ENSP00000358519,NHLH2,4808
ENSP00000358543,CSDE1,7812
ENSP00000358590,ZNF292,23036
ENSP00000358625,MXI1,4601
ENSP00000358677,TBX18,9096
ENSP00000358807,ALX3,257
ENSP00000358904,ZNF512B,57473
ENSP00000358973,MECP2,4204
ENSP00000358983,NFKB2,4791
ENSP00000359019,PITX3,5309
ENSP00000359086,GMEB2,26205
ENSP00000359094,GMEB2,26205
ENSP00000359212,LBX1,10660
ENSP00000359215,TLX1,3195
ENSP00000359240,LZTS2,84445
ENSP00000359243,LZTS2,84445
ENSP00000359269,ZNF275,10838
ENSP00000359271,ZNF275,10838
ENSP00000359319,PAX2,5076
ENSP00000359357,GFI1,2672
ENSP00000359371,BHLHE23,128408
ENSP00000359444,HSFX1,100506164
ENSP00000359469,ZNF644,84146
ENSP00000359474,BARHL2,343472
ENSP00000359486,AFF2,2334
ENSP00000359487,AFF2,2334
ENSP00000359489,AFF2,2334
ENSP00000359638,ZIC3,7547
ENSP00000359740,ZNF451,26036
ENSP00000359800,ZNF75D,7626
ENSP00000359802,ZNF75D,7626
ENSP00000360069,ZNF831,128611
ENSP00000360138,LCOR,84458
ENSP00000360144,LCOR,84458
ENSP00000360157,FOXD3,27022
ENSP00000360239,CTCFL,140690
ENSP00000360266,JUN,3725
ENSP00000360441,RHOXF2,84528
ENSP00000360455,RHOXF2B,727940
ENSP00000360486,RUNX2,860
ENSP00000360493,RUNX2,860
ENSP00000360500,DMRTB1,63948
ENSP00000360526,ZNF217,7764
ENSP00000360532,CDC5L,988
ENSP00000360552,TSHZ2,128553
ENSP00000360570,ZFP64,55734
ENSP00000360573,ZFP64,55734
ENSP00000360578,ZFP64,55734
ENSP00000360594,SALL4,57167
ENSP00000360619,NFATC2,4773
ENSP00000360662,ADNP,23394
ENSP00000360711,EDF1,8721
ENSP00000360712,EDF1,8721
ENSP00000360811,LHX3,8022
ENSP00000360813,LHX3,8022
ENSP00000360951,TAL1,6886
ENSP00000361024,DMBX1,127343
ENSP00000361065,NCOA3,8202
ENSP00000361066,NCOA3,8202
ENSP00000361073,NCOA3,8202
ENSP00000361195,GFI1B,8328
ENSP00000361196,GFI1B,8328
ENSP00000361373,KLF17,128209
ENSP00000361547,PRRX2,51450
ENSP00000361580,ZNF691,51058
ENSP00000361581,ZNF691,51058
ENSP00000361582,ZNF691,51058
ENSP00000361584,ZNF691,51058
ENSP00000361585,ZNF691,51058
ENSP00000361586,ZNF691,51058
ENSP00000361626,YBX1,4904
ENSP00000361653,FOXJ3,22887
ENSP00000361654,FOXJ3,22887
ENSP00000361664,HIVEP3,59269
ENSP00000361665,HIVEP3,59269
ENSP00000361669,ESX1,80712
ENSP00000361672,FOXO6,100132074
ENSP00000361784,ZNF684,127396
ENSP00000361790,ZFP69,339559
ENSP00000361791,ZFP69,339559
ENSP00000361826,RBPJL,11317
ENSP00000361828,RBPJL,11317
ENSP00000361857,RLF,6018
ENSP00000361868,ZMAT1,84460
ENSP00000361902,MYCL,4610
ENSP00000361903,MYCL,4610
ENSP00000361943,HEYL,26508
ENSP00000362008,TRERF1,55809
ENSP00000362011,HNF4A,3172
ENSP00000362013,TRERF1,55809
ENSP00000362070,ECD,11319
ENSP00000362103,POU3F1,5453
ENSP00000362124,TFEB,7942
ENSP00000362127,MTF1,4520
ENSP00000362148,FOXP4,116113
ENSP00000362151,FOXP4,116113
ENSP00000362154,FOXP4,116113
ENSP00000362226,L3MBTL1,26013
ENSP00000362227,L3MBTL1,26013
ENSP00000362260,ZNF711,7552
ENSP00000362272,HDX,139324
ENSP00000362296,POU3F4,5456
ENSP00000362332,TFAP2E,339488
ENSP00000362390,TBX22,50945
ENSP00000362393,TBX22,50945
ENSP00000362410,MAFB,9935
ENSP00000362446,ZNF79,7633
ENSP00000362527,ZNF362,149076
ENSP00000362551,ZBTB34,403341
ENSP00000362556,ZBTB43,23099
ENSP00000362563,ZBTB43,23099
ENSP00000362573,LMX1B,4010
ENSP00000362581,PBX3,5090
ENSP00000362586,PBX3,5090
ENSP00000362588,PBX3,5090
ENSP00000362591,PBX3,5090
ENSP00000362609,ZBTB8A,653121
ENSP00000362613,CDX4,1046
ENSP00000362686,NR6A1,2649
ENSP00000362690,NR5A1,2516
ENSP00000362717,LHX2,9355
ENSP00000362758,ZBTB26,57684
ENSP00000362760,ZBTB26,57684
ENSP00000362763,ZBTB6,10773
ENSP00000362777,ATOH7,220202
ENSP00000362842,ETV7,51513
ENSP00000362843,ETV7,51513
ENSP00000362859,LHX6,26468
ENSP00000362860,LHX6,26468
ENSP00000362922,GMEB1,10691
ENSP00000362979,TGIF2,60436
ENSP00000362981,TGIF2,60436
ENSP00000363064,ZNF76,7629
ENSP00000363124,PHF20,51230
ENSP00000363149,SPDEF,25803
ENSP00000363241,ZNF618,114991
ENSP00000363254,DRGX,644168
ENSP00000363314,LIN28A,79727
ENSP00000363344,ZFP37,7539
ENSP00000363377,FOXO4,4303
ENSP00000363439,IKZF2,22807
ENSP00000363556,ZNF32,7580
ENSP00000363558,ZNF485,220992
ENSP00000363569,ZNF239,8187
ENSP00000363689,ID3,3399
ENSP00000363736,ZNF436,80818
ENSP00000363747,ZNF33A,7581
ENSP00000363772,ZNF510,22869
ENSP00000363782,ZBTB40,9923
ENSP00000363804,KLF4,9314
ENSP00000363812,RXRB,6257
ENSP00000363817,RXRB,6257
ENSP00000363818,ZNF462,58499
ENSP00000363822,AR,367
ENSP00000363853,CREM,1390
ENSP00000363860,CREM,1390
ENSP00000363866,CREM,1390
ENSP00000363995,ZNF189,7743
ENSP00000364023,ZXDB,158586
ENSP00000364126,APEX2,27301
ENSP00000364190,PBX2,5089
ENSP00000364265,FOXE1,2304
ENSP00000364346,ZNF341,84905
