ensembl_peptide_id,tf_gene,entrezgene_id
ENSMUSP00000053297,Foxl2,26927
ENSMUSP00000053361,Emx2,13797
ENSMUSP00000053397,Zfp319,79233
ENSMUSP00000053426,Hoxb3,15410
ENSMUSP00000053430,Zscan21,22697
ENSMUSP00000053483,Hic1,15248
ENSMUSP00000053567,Zfp526,210172
ENSMUSP00000053641,Foxi2,270004
ENSMUSP00000053643,Zfp282,101095
ENSMUSP00000053760,Zfp629,320683
ENSMUSP00000053879,Zfp457,431706
ENSMUSP00000053899,Mafg,17134
ENSMUSP00000053935,Zfp583,213011
ENSMUSP00000053979,Zfp959,224893
ENSMUSP00000054012,Zfp27,22689
ENSMUSP00000054020,Zfp3,193043
ENSMUSP00000054054,Neurog3,11925
ENSMUSP00000054158,Mycs,17870
ENSMUSP00000054168,Zfp207,22680
ENSMUSP00000054226,Mafa,378435
ENSMUSP00000054385,Dpf1,29861
ENSMUSP00000054457,Nrl,18185
ENSMUSP00000054595,Zfp13,22654
ENSMUSP00000054604,Zkscan4,544922
ENSMUSP00000054674,Klf7,93691
ENSMUSP00000054719,Npas2,18143
ENSMUSP00000054804,Camta1,100072
ENSMUSP00000054823,Helt,234219
ENSMUSP00000054837,Gli2,14633
ENSMUSP00000054852,Xbp1,22433
ENSMUSP00000054897,Zbtb14,22666
ENSMUSP00000055001,Msgn1,56184
ENSMUSP00000055290,Foxc2,14234
ENSMUSP00000055308,Foxo1,56458
ENSMUSP00000055374,Zfp768,233890
ENSMUSP00000055486,Osr1,23967
ENSMUSP00000055493,Bhlha15,17341
ENSMUSP00000055517,Zfp286,192651
ENSMUSP00000055709,Plagl2,54711
ENSMUSP00000055738,Zfp445,235682
ENSMUSP00000055954,Ncor2,20602
ENSMUSP00000055956,Zfp518a,72672
ENSMUSP00000056056,Duxbl1,278672
ENSMUSP00000056077,Zfp420,233058
ENSMUSP00000056086,Zbtb45,232879
ENSMUSP00000056100,Zbtb6,241322
ENSMUSP00000056105,Zfp668,244219
ENSMUSP00000056147,Hivep1,110521
ENSMUSP00000056226,Zfp62,22720
ENSMUSP00000056290,Zfp775,243372
ENSMUSP00000056315,Hoxb13,15408
ENSMUSP00000056401,Sall2,50524
ENSMUSP00000056510,Zfp41,22701
ENSMUSP00000056610,Zfp689,71131
ENSMUSP00000056778,E2f8,108961
ENSMUSP00000056809,Adnp,11538
ENSMUSP00000056822,Lhx3,16871
ENSMUSP00000056923,Zbtb11,271377
ENSMUSP00000056959,Zfp771,244216
ENSMUSP00000056967,Sall3,20689
ENSMUSP00000056979,Zfp697,242109
ENSMUSP00000057106,Olig3,94222
ENSMUSP00000057159,Zfp418,232854
ENSMUSP00000057231,Prop1,19127
ENSMUSP00000057253,Zfp397,69256
ENSMUSP00000057270,Champ1,101994
ENSMUSP00000057312,Msx3,17703
ENSMUSP00000057466,Zbtb22,81630
ENSMUSP00000057488,Dmrta1,242523
ENSMUSP00000057489,Nhlh1,18071
ENSMUSP00000057495,Zfp786,330301
ENSMUSP00000057515,Zbtb12,193736
ENSMUSP00000057651,Zscan22,232878
ENSMUSP00000057817,Zfp574,232976
ENSMUSP00000057856,Zbtb7c,207259
ENSMUSP00000058020,Onecut1,15379
ENSMUSP00000058037,Zfpm1,22761
ENSMUSP00000058157,Zbtb8b,215627
ENSMUSP00000058205,Hmx2,15372
ENSMUSP00000058264,Myt1l,17933
ENSMUSP00000058300,Zfp119b,240120
ENSMUSP00000058354,Msx1,17701
ENSMUSP00000058468,Zfp536,243937
ENSMUSP00000058490,Hoxd9,15438
ENSMUSP00000058521,Atf2,11909
ENSMUSP00000058521,Atf2,102641666
ENSMUSP00000058575,Foxd4,14237
ENSMUSP00000058588,Zfp146,26465
ENSMUSP00000058588,Zfp146,102643033
ENSMUSP00000058609,Zfp507,668501
ENSMUSP00000058651,Foxi1,14233
ENSMUSP00000058755,Hoxa6,15403
ENSMUSP00000058904,Zscan12,22758
ENSMUSP00000058994,Ferd3l,114712
ENSMUSP00000059026,Six1,20471
ENSMUSP00000059273,Rbak,57782
ENSMUSP00000059418,Zfp316,54201
ENSMUSP00000059420,Foxo4,54601
ENSMUSP00000059554,Zfp943,74670
ENSMUSP00000059654,Dmrt2,226049
ENSMUSP00000059686,Zfp456,408065
ENSMUSP00000059719,Ppara,19013
ENSMUSP00000059724,Jdp2,81703
ENSMUSP00000059744,Aff1,17355
ENSMUSP00000059848,Ccdc17,622665
ENSMUSP00000059919,Zbtb5,230119
ENSMUSP00000059973,Creb1,12912
ENSMUSP00000060040,Zfp366,238803
ENSMUSP00000060088,Zfp672,319475
ENSMUSP00000060255,Zfp831,100043757
ENSMUSP00000060344,Zfp358,140482
ENSMUSP00000060424,Dbx2,223843
ENSMUSP00000060441,Dmrta2,242620
ENSMUSP00000060512,Tgif1,21815
ENSMUSP00000060671,Tead1,21676
ENSMUSP00000060798,Pou4f1,18996
ENSMUSP00000060967,Zfp553,233887
ENSMUSP00000061046,Insm2,56856
ENSMUSP00000061076,Elf2,69257
ENSMUSP00000061095,Kdm5d,20592
ENSMUSP00000061408,Olig1,50914
ENSMUSP00000061524,Zfp322a,218100
ENSMUSP00000061753,Zfp518b,100515
ENSMUSP00000061782,Zfp879,214779
ENSMUSP00000061824,Zfp454,237758
ENSMUSP00000061899,Zbtb40,230848
ENSMUSP00000061925,Crem,12916
ENSMUSP00000062344,E4f1,13560
ENSMUSP00000062412,Hoxd10,15430
ENSMUSP00000062474,Zfp612,234725
ENSMUSP00000063027,Zfp459,328274
ENSMUSP00000063335,Rcor2,104383
ENSMUSP00000063562,Pgr,18667
ENSMUSP00000063565,Cnot1,234594
ENSMUSP00000063611,Tbx22,245572
ENSMUSP00000064000,Pou2f1,18986
ENSMUSP00000064015,Smad1,17125
ENSMUSP00000064107,Prrxl1,107751
ENSMUSP00000064220,Dmrtb1,56296
ENSMUSP00000064226,Zfp277,246196
ENSMUSP00000064302,Aebp2,11569
ENSMUSP00000064338,Mta1,116870
ENSMUSP00000064355,Nhlh2,18072
ENSMUSP00000064366,Klf1,16596
ENSMUSP00000064410,Kcmf1,74287
ENSMUSP00000064488,Tfap2b,21419
ENSMUSP00000064546,Prdm16,70673
ENSMUSP00000064611,Zfp180,210135
ENSMUSP00000064611,Zfp180,102643195
ENSMUSP00000064637,Zfp24,59057
ENSMUSP00000064680,Junb,16477
ENSMUSP00000064823,Klf2,16598
ENSMUSP00000064943,Mlxip,208104
ENSMUSP00000064963,Cebpg,12611
ENSMUSP00000065149,Zfp142,77264
ENSMUSP00000065363,Nfil3,18030
ENSMUSP00000065379,Zfp229,381067
ENSMUSP00000065620,Zfp560,434377
ENSMUSP00000065664,Foxi3,232077
ENSMUSP00000065733,Zfp362,230761
ENSMUSP00000065746,Sp8,320145
ENSMUSP00000065798,Smad5,17129
ENSMUSP00000065807,Sp3,20687
ENSMUSP00000065811,Zfp57,22715
ENSMUSP00000065861,Zfp580,68992
ENSMUSP00000066012,Zfp266,77519
ENSMUSP00000066201,Zhx1,22770
ENSMUSP00000066280,Scrt2,545474
ENSMUSP00000066385,Pbx1,18514
ENSMUSP00000066399,Sp100,20684
ENSMUSP00000066504,Zscan4d,545913
ENSMUSP00000066690,Nkx2-4,228731
ENSMUSP00000066743,Stat1,20846
ENSMUSP00000066789,Ep300,328572
ENSMUSP00000066815,Zmat1,215693
ENSMUSP00000066868,Foxd2,17301
ENSMUSP00000066905,Hmbox1,219150
ENSMUSP00000066927,Gata4,14463
ENSMUSP00000066953,Glis3,226075
ENSMUSP00000066991,Ikzf4,22781
ENSMUSP00000067005,Trp63,22061
ENSMUSP00000067049,Zfp438,240186
ENSMUSP00000067190,Rhox2a,75199
ENSMUSP00000067190,Rhox2a,100039913
ENSMUSP00000067197,Zfp365,216049
ENSMUSP00000067266,Rarg,19411
ENSMUSP00000067316,A430033K04Rik,243308
ENSMUSP00000067318,Tcf4,21413
ENSMUSP00000067334,Zfp217,228913
ENSMUSP00000067372,Ikzf1,22778
ENSMUSP00000067521,Zbtb48,100090
ENSMUSP00000067603,Lcor,212391
ENSMUSP00000067680,Klf13,50794
ENSMUSP00000067691,Obox1,71468
ENSMUSP00000067694,Rarb,218772
ENSMUSP00000067704,Maf,17132
ENSMUSP00000068021,Gm13152,195531
ENSMUSP00000068032,Zfp277,246196
ENSMUSP00000068057,Bsx,244813
ENSMUSP00000068184,Zfp219,69890
ENSMUSP00000068258,Bcl11b,58208
ENSMUSP00000068281,Thra,21833
ENSMUSP00000068283,Zbtb21,114565
ENSMUSP00000068424,Zkscan3,72739
ENSMUSP00000068480,Zkscan1,74570
ENSMUSP00000068807,Zfp248,72720
ENSMUSP00000068858,Zic1,22771
ENSMUSP00000068927,Cebpe,110794
ENSMUSP00000068931,Mta3,116871
ENSMUSP00000069122,Mzf1,109889
ENSMUSP00000069228,Zfand6,65098
ENSMUSP00000069238,Cers3,545975
ENSMUSP00000069239,Obox7,194588
ENSMUSP00000069259,Pias3,229615
ENSMUSP00000069275,Zfp618,72701
ENSMUSP00000069277,Meis1,17268
ENSMUSP00000069364,Zfy1,22767
ENSMUSP00000069443,Wiz,22404
ENSMUSP00000069505,Nr1d1,217166
ENSMUSP00000069509,Ncoa2,17978
ENSMUSP00000069568,Zic4,22774
ENSMUSP00000069615,Zfp68,24135
ENSMUSP00000069616,Egr1,13653
ENSMUSP00000069666,Nkx2-2,18088
ENSMUSP00000069685,Zeb2,24136
ENSMUSP00000069728,Gsx1,14842
ENSMUSP00000069744,Rara,19401
ENSMUSP00000069850,Cebpb,12608
ENSMUSP00000070070,Esr1,13982
ENSMUSP00000070071,Zbtb26,320633
ENSMUSP00000070112,Yy2,100073351
ENSMUSP00000070216,Zfp46,22704
ENSMUSP00000070463,Zfp37,22696
ENSMUSP00000070539,Dpf1,29861
ENSMUSP00000070685,Zfp747,269997
ENSMUSP00000070878,Fev,260298
ENSMUSP00000071035,Smad1,17125
ENSMUSP00000071216,Zfp516,329003
ENSMUSP00000071269,2010315B03Rik,630836
ENSMUSP00000071284,Zfp640,NA
ENSMUSP00000071406,Zkscan6,52712
ENSMUSP00000071517,Nkx6-3,74561
ENSMUSP00000071695,Zkscan7,382118
ENSMUSP00000071708,AI987944,233168
ENSMUSP00000071717,Zfp711,245595
ENSMUSP00000071782,Rhox8,434768
ENSMUSP00000072002,Gm10226,NA
ENSMUSP00000072030,Rhox2e,100039913
ENSMUSP00000072030,Rhox2e,100040016
ENSMUSP00000072043,Sim2,20465
ENSMUSP00000072079,Zfp329,67230
ENSMUSP00000072286,Zfp809,235047
ENSMUSP00000072298,Zfp758,224598
ENSMUSP00000072330,Myod1,17927
ENSMUSP00000072333,Tgif2lx2,100039551
ENSMUSP00000072416,Kat7,217127
ENSMUSP00000072425,Nkx2-9,18094
ENSMUSP00000072449,Zscan5b,170734
ENSMUSP00000072496,Zfp108,54678
ENSMUSP00000072585,Zfp954,232853
ENSMUSP00000072608,Zfp936,668620
ENSMUSP00000072616,Foxk1,17425
ENSMUSP00000072617,Hsf1,15499
ENSMUSP00000072640,Pbx1,18514
ENSMUSP00000072668,Gm14393,664987
ENSMUSP00000072687,Foxb2,14240
ENSMUSP00000072859,Nfkb2,18034
ENSMUSP00000072868,Zfp746,69228
ENSMUSP00000072900,Zfp65,235907
ENSMUSP00000072912,Gm17449,NA
ENSMUSP00000072937,Zfp958,233987
ENSMUSP00000073004,Rcor3,214742
ENSMUSP00000073038,Zfp760,240034
ENSMUSP00000073041,Foxm1,14235
ENSMUSP00000073074,Tgif2,228839
ENSMUSP00000073188,Nr1h2,22260
ENSMUSP00000073226,Zfp523,224656
ENSMUSP00000073241,Zfp386,56220
ENSMUSP00000073453,E2f7,52679
ENSMUSP00000073454,Zfp937,245174
ENSMUSP00000073504,Pou6f1,19009
ENSMUSP00000073522,Tgif2lx1,245583
ENSMUSP00000073579,2810021J22Rik,69944
ENSMUSP00000073690,Klf10,21847
ENSMUSP00000073701,Mbd2,17191
ENSMUSP00000073867,E430018J23Rik,101604
ENSMUSP00000073867,E430018J23Rik,105243102
ENSMUSP00000073898,Meis2,17536
ENSMUSP00000073907,Zfp942,73233
ENSMUSP00000073930,Zfp568,243905
ENSMUSP00000073953,Foxp1,108655
ENSMUSP00000073973,Zfp825,235956
ENSMUSP00000073976,Irx2,16372
ENSMUSP00000074055,Zfp772,232855
ENSMUSP00000074104,Prdm10,382066
ENSMUSP00000074198,Nfatc2,18019
ENSMUSP00000074236,T,20997
ENSMUSP00000074262,Esx1,13984
ENSMUSP00000074365,Zfp616,327963
ENSMUSP00000074417,Zfp420,233058
ENSMUSP00000074475,Zfp35,22694
ENSMUSP00000074481,Nfxl1,100978
ENSMUSP00000074510,Zfp868,234362
ENSMUSP00000074538,Gm9772,NA
ENSMUSP00000074556,Sall4,99377
ENSMUSP00000074619,Zxdc,80292
ENSMUSP00000074656,Clock,12753
ENSMUSP00000074684,Nfe2,18022
ENSMUSP00000074735,Zfp874a,238692
ENSMUSP00000074915,Nr1i3,12355
ENSMUSP00000075179,Rex2,100043034
ENSMUSP00000075203,Prrx1,18933
ENSMUSP00000075269,Mysm1,320713
ENSMUSP00000075283,Zic2,22772
ENSMUSP00000075311,Nfat5,54446
ENSMUSP00000075487,Zfp58,238693
ENSMUSP00000075552,Zfp935,71508
ENSMUSP00000075552,Zfp935,102640165
ENSMUSP00000075562,Prdm13,230025
ENSMUSP00000075601,Zfp865,319748
ENSMUSP00000075613,Zfp512,269639
ENSMUSP00000075624,Nr6a1,14536
ENSMUSP00000075664,Mef2a,17258
ENSMUSP00000075719,Gm21994,NA
ENSMUSP00000075755,C030039L03Rik,112415
ENSMUSP00000075839,Irf6,54139
ENSMUSP00000075932,Esr2,13983
ENSMUSP00000075960,Zfp53,24132
ENSMUSP00000075992,Ikzf1,22778
ENSMUSP00000076111,Zeb2,24136
ENSMUSP00000076208,Ttf2,74044
ENSMUSP00000076253,Sohlh1,227631
ENSMUSP00000076463,Zbtb18,30928
ENSMUSP00000076491,Rxra,20181
ENSMUSP00000076562,Irx1,16371
ENSMUSP00000076603,Fiz1,23877
ENSMUSP00000076637,Zfp661,72180
ENSMUSP00000076653,Nfat5,54446
ENSMUSP00000076693,Zfp12,231866
ENSMUSP00000076700,Zfp953,629016
ENSMUSP00000076864,Tfe3,209446
ENSMUSP00000076949,Erg,13876
ENSMUSP00000076954,Zfp61,22719
ENSMUSP00000076960,Zfp14,243906
ENSMUSP00000076964,Zfp1,22640
ENSMUSP00000077089,Trps1,83925
ENSMUSP00000077196,Nfatc1,18018
ENSMUSP00000077354,Pou3f4,18994
ENSMUSP00000077378,D130040H23Rik,211135
ENSMUSP00000077475,Dzip1l,72507
ENSMUSP00000077577,Tcf4,21413
ENSMUSP00000077596,Sp7,170574
ENSMUSP00000077853,Nfya,18044
ENSMUSP00000077867,9130023H24Rik,100043133
ENSMUSP00000078051,Zfp317,244713
ENSMUSP00000078222,Gm10323,NA
ENSMUSP00000078233,Zfp52,22710
ENSMUSP00000078254,2610044O15Rik8,72139
ENSMUSP00000078361,Lin28b,380669
ENSMUSP00000078374,Zfp239,22685
ENSMUSP00000078410,Zbtb20,56490
ENSMUSP00000078498,Tfe3,209446
ENSMUSP00000078551,Etv5,104156
ENSMUSP00000078555,Zfp462,242466
ENSMUSP00000078587,Zfp119a,104349
ENSMUSP00000078589,Ybx1,22608
ENSMUSP00000078657,Tbx3,21386
ENSMUSP00000078659,En1,13798
ENSMUSP00000078685,Zfp422,67255
ENSMUSP00000078718,Mkx,210719
ENSMUSP00000078761,Hsf2,15500
ENSMUSP00000078806,Zfp398,272347
ENSMUSP00000078853,Mga,29808
ENSMUSP00000079095,Sp140,434484
ENSMUSP00000079137,Zfp947,210853
ENSMUSP00000079222,Zfp551,619331
ENSMUSP00000079231,Rest,19712
ENSMUSP00000079250,Zfp426,235028
ENSMUSP00000079268,Zfp251,71591
ENSMUSP00000079269,Zfp735,76390
ENSMUSP00000079373,Arntl2,272322
ENSMUSP00000079383,Zfp352,236537
ENSMUSP00000079395,Deaf1,54006
ENSMUSP00000079410,Tead3,21678
ENSMUSP00000079482,Zfp941,407812
ENSMUSP00000079557,Zscan21,22697
ENSMUSP00000079578,Pknox2,208076
ENSMUSP00000079592,Zbtb24,268294
ENSMUSP00000079647,Zfp82,330502
ENSMUSP00000079693,Dbp,13170
ENSMUSP00000079709,Zfp811,240063
ENSMUSP00000079780,Zfp869,66869
ENSMUSP00000079812,Zfp28,22690
ENSMUSP00000079818,Etv6,14011
ENSMUSP00000079840,Zfp105,22646
ENSMUSP00000079860,4932411N23Rik,237029
ENSMUSP00000079900,Myt1,17932
ENSMUSP00000079929,Homez,239099
ENSMUSP00000079979,Prdm5,70779
ENSMUSP00000080075,Rhox3e,100135657
ENSMUSP00000080191,Gm10139,NA
ENSMUSP00000080219,Pbx4,80720
ENSMUSP00000080244,C330013J21Rik,78703
ENSMUSP00000080324,Zfp780b,338354
ENSMUSP00000080413,Ncoa2,17978
ENSMUSP00000080438,Gm13154,433804
ENSMUSP00000080438,Gm13154,100862460
ENSMUSP00000080438,Gm13154,102631585
ENSMUSP00000080467,Nfe2l1,18023
ENSMUSP00000080596,Zfp341,228807
ENSMUSP00000080630,Hopx,74318
ENSMUSP00000080765,Zfp42,22702
ENSMUSP00000080778,Max,17187
ENSMUSP00000080780,Crem,12916
ENSMUSP00000080814,Kdm5c,20591
ENSMUSP00000080837,Zfp934,77117
ENSMUSP00000081158,Zfp820,75424
ENSMUSP00000081167,Gm13139,666532
ENSMUSP00000081296,Zfp384,269800
ENSMUSP00000081366,Dmbx1,140477
ENSMUSP00000081612,Zfp629,320683
ENSMUSP00000081755,Tead1,21676
ENSMUSP00000081778,Zfp143,20841
ENSMUSP00000081946,Ubp1,22221
ENSMUSP00000082034,Rcor1,217864
ENSMUSP00000082154,Arnt2,11864
ENSMUSP00000082189,Foxn3,71375
ENSMUSP00000082438,Tulp2,56734
ENSMUSP00000082550,Zfp865,319748
ENSMUSP00000082689,Grhl1,195733
ENSMUSP00000082729,Pdx1,18609
ENSMUSP00000082807,Zfp433,73610
ENSMUSP00000082807,Zfp433,102635315
ENSMUSP00000082814,Zkscan5,22757
ENSMUSP00000082855,Stat2,20847
ENSMUSP00000082947,Zfp940,233057
ENSMUSP00000082971,Ncoa1,17977
ENSMUSP00000083013,Zfp68,24135
ENSMUSP00000083018,Zfp157,72154
ENSMUSP00000083169,Zfp111,56707
ENSMUSP00000083173,Zfp114,232966
ENSMUSP00000083174,Zfp111,56707
ENSMUSP00000083250,Ncor2,20602
ENSMUSP00000083291,Obox3,246791
ENSMUSP00000083370,Zfp648,100503355
ENSMUSP00000083459,Zfp810,235050
ENSMUSP00000083462,Zfp599,235048
ENSMUSP00000083497,Cux2,13048
ENSMUSP00000083503,Zfp78,330463
ENSMUSP00000083507,Zfp667,384763
ENSMUSP00000083533,Zfp524,66056
ENSMUSP00000083661,Zfp92,22754
ENSMUSP00000083743,Elk4,13714
ENSMUSP00000084005,Barhl2,104382
ENSMUSP00000084010,Rfx2,19725
ENSMUSP00000084062,Hes6,55927
ENSMUSP00000084151,Tfeb,21425
ENSMUSP00000084320,Pax3,18505
ENSMUSP00000084408,Lcorl,209707
ENSMUSP00000084467,Nfxl1,100978
ENSMUSP00000084541,Foxd3,15221
ENSMUSP00000084618,Rbpj,19664
ENSMUSP00000084624,Creb1,12912
ENSMUSP00000084803,Dmrt1,50796
ENSMUSP00000084896,Aebp2,11569
ENSMUSP00000084926,Zfp422,67255
ENSMUSP00000084936,Zfp763,73451
ENSMUSP00000084949,Zfp952,240067
ENSMUSP00000084958,Hmx1,15371
ENSMUSP00000084993,Wiz,22404
ENSMUSP00000085172,Ybx3,56449
ENSMUSP00000085238,Zfp827,622675
ENSMUSP00000085285,Zfp64,22722
ENSMUSP00000085316,Adnp,11538
ENSMUSP00000085329,Myrf,225908
ENSMUSP00000085416,Ncoa3,17979
ENSMUSP00000085423,Zfx,22764
ENSMUSP00000085648,Zfp384,269800
ENSMUSP00000085651,Gbx1,231044
ENSMUSP00000085973,Gm9805,NA
ENSMUSP00000085999,Zic3,22773
ENSMUSP00000086001,Zic3,22773
ENSMUSP00000086003,Zic3,22773
ENSMUSP00000086074,Zfp945,240041
ENSMUSP00000086094,Smarcc1,20588
ENSMUSP00000086141,Zfp946,74149
ENSMUSP00000086143,Zfp758,224598
ENSMUSP00000086164,Zfp566,72556
ENSMUSP00000086166,Zfp948,381066
ENSMUSP00000086191,Zfp160,224585
ENSMUSP00000086354,Zfp384,269800
ENSMUSP00000086462,Rhox9,104384
ENSMUSP00000086475,Rhox4e,194856
ENSMUSP00000086511,Tcf15,21407
ENSMUSP00000086615,Zfp120,104348
ENSMUSP00000086990,Lzts3,241638
ENSMUSP00000087006,Noto,384452
ENSMUSP00000087069,Tlx2,21909
ENSMUSP00000087106,Zfp148,22661
ENSMUSP00000087350,Zfp951,626391
ENSMUSP00000087414,Zfp57,22715
ENSMUSP00000087656,Hic2,58180
ENSMUSP00000087870,Pax6,18508
ENSMUSP00000087878,Pax6,18508
ENSMUSP00000087961,Ehf,13661
ENSMUSP00000088009,Zfp597,71063
ENSMUSP00000088031,Nr1d2,353187
ENSMUSP00000088094,Hoxd8,15437
ENSMUSP00000088311,Atf2,11909
ENSMUSP00000088311,Atf2,102641666
ENSMUSP00000088313,Arnt,11863
ENSMUSP00000088322,Sp9,381373
ENSMUSP00000088443,Baz2b,407823
ENSMUSP00000088560,Zbtb34,241311
ENSMUSP00000088678,Elf2,69257
ENSMUSP00000089014,Zscan4f,665902
ENSMUSP00000089014,Zscan4f,100862413
ENSMUSP00000089014,Zscan4f,100862415
ENSMUSP00000089036,Nr2f1,13865
ENSMUSP00000089053,Thrb,21834
ENSMUSP00000089063,Zfp72,238722
ENSMUSP00000089089,Zfp872,619310
ENSMUSP00000089105,Zfp85,22746
ENSMUSP00000089108,Zfp58,238693
ENSMUSP00000089111,Rslcan18,432770
ENSMUSP00000089153,Zfp652,268469
ENSMUSP00000089203,Nfx1,74164
ENSMUSP00000089388,Tshz1,110796
ENSMUSP00000089439,Smad2,17126
ENSMUSP00000089493,Gm13051,626316
ENSMUSP00000089493,Gm13051,668033
ENSMUSP00000089494,Zfp942,73233
ENSMUSP00000089513,Prdm6,225518
ENSMUSP00000089708,Stat6,20852
ENSMUSP00000089726,Gm6020,NA
ENSMUSP00000089858,Nr2c1,22025
ENSMUSP00000089948,Mbd3,17192
ENSMUSP00000090190,Gm10324,628709
ENSMUSP00000090342,Stat3,20848
ENSMUSP00000090395,5430403G16Rik,NA
ENSMUSP00000090425,Zfp600,667666
ENSMUSP00000090441,Kat7,217127
ENSMUSP00000090443,Dlx3,13393
ENSMUSP00000091002,Irx3,16373
ENSMUSP00000091103,Patz1,56218
ENSMUSP00000091198,Lhx9,16876
ENSMUSP00000091226,Sp110,109032
ENSMUSP00000091282,Gm12258,102642717
ENSMUSP00000091286,Zfp651,270210
ENSMUSP00000091315,Zbtb38,245007
ENSMUSP00000091338,Rfx7,319758
ENSMUSP00000091374,Zbtb16,235320
ENSMUSP00000091476,Hoxb3,15410
ENSMUSP00000091488,Hsf5,327992
ENSMUSP00000091579,Tbx6,21389
ENSMUSP00000091664,Zscan25,666311
ENSMUSP00000091831,Zbtb18,30928
ENSMUSP00000091845,Ctcfl,664799
ENSMUSP00000092006,Hes3,15207
ENSMUSP00000092019,Id1,15901
ENSMUSP00000092043,Patz1,56218
ENSMUSP00000092048,Insm1,53626
ENSMUSP00000092116,Zfp120,104348
ENSMUSP00000092294,Zfp575,101544
ENSMUSP00000092355,Relb,19698
ENSMUSP00000092429,Zbtb49,75079
ENSMUSP00000092446,Zscan4d,545913
ENSMUSP00000092468,Zfp787,67109
ENSMUSP00000092637,Aff3,16764
ENSMUSP00000092645,Zbtb43,71834
ENSMUSP00000092715,Foxe1,110805
ENSMUSP00000092761,Prdm13,230025
ENSMUSP00000092842,Obox3,246791
ENSMUSP00000092901,Jund,16478
ENSMUSP00000092993,Aebp2,11569
ENSMUSP00000093255,Zscan10,332221
ENSMUSP00000093266,Zfp213,449521
ENSMUSP00000093433,Egr4,13656
ENSMUSP00000093442,Etv1,14009
ENSMUSP00000093450,Setdb2,239122
ENSMUSP00000093450,Setdb2,628705
ENSMUSP00000093533,Prdm15,114604
ENSMUSP00000093637,Zfp777,72306
ENSMUSP00000093959,Mta2,23942
ENSMUSP00000093969,Arid2,77044
ENSMUSP00000093984,Foxr2,436240
ENSMUSP00000094076,Maff,17133
ENSMUSP00000094093,Scrt1,170729
ENSMUSP00000094164,Zhx2,387609
ENSMUSP00000094191,Rhox12,382282
ENSMUSP00000094193,Rhox7a,547168
ENSMUSP00000094196,Rhox3h,434758
ENSMUSP00000094197,Rhox4b,57737
ENSMUSP00000094198,Rhox3a2,100861623
ENSMUSP00000094844,Klf12,16597
ENSMUSP00000094916,Foxp4,74123
ENSMUSP00000094966,Pknox1,18771
ENSMUSP00000094996,Gm10509,NA
ENSMUSP00000095137,Mbd1,17190
ENSMUSP00000095199,Nr3c1,14815
ENSMUSP00000095365,Prdm16,70673
ENSMUSP00000095368,Trp73,22062
ENSMUSP00000095381,Camta1,100072
ENSMUSP00000095402,Gm13212,433801
ENSMUSP00000095487,Zscan20,269585
ENSMUSP00000095565,Irf7,54123
ENSMUSP00000095588,Nkx6-2,14912
ENSMUSP00000095677,Zfp462,242466
ENSMUSP00000095747,Nfx1,74164
ENSMUSP00000095766,Zfp292,30046
ENSMUSP00000096073,Cnot1,234594
ENSMUSP00000096084,Spib,272382
ENSMUSP00000096108,Zfp788,67607
ENSMUSP00000096109,AW146154,101835
ENSMUSP00000096129,Cebpa,12606
ENSMUSP00000096150,Zfp791,244556
ENSMUSP00000096196,Zfp382,233060
ENSMUSP00000096197,Foxb1,64290
ENSMUSP00000096214,Zfp827,622675
ENSMUSP00000096238,1700049G17Rik,73430
ENSMUSP00000096248,Pias1,56469
ENSMUSP00000096276,Pou2f2,18987
ENSMUSP00000096399,Crxos,546024
ENSMUSP00000096400,Obox5,252829
ENSMUSP00000096421,Zfp606,67370
ENSMUSP00000096436,Foxr1,382074
ENSMUSP00000096584,Pgr,18667
ENSMUSP00000096605,Gm14296,100504263
ENSMUSP00000096605,Gm14296,102639598
ENSMUSP00000096607,2210418O10Rik,100504263
ENSMUSP00000096657,Tfap2c,21420
ENSMUSP00000096728,Mafb,16658
ENSMUSP00000096734,Smarcc2,68094
ENSMUSP00000096745,Tgif2,228839
ENSMUSP00000096806,Foxs1,14239
ENSMUSP00000096945,Nr2c1,22025
ENSMUSP00000096997,Lbx1,16814
ENSMUSP00000097015,Gm10770,NA
ENSMUSP00000097038,Gm4767,NA
ENSMUSP00000097041,BC025920,NA
ENSMUSP00000097048,Zfp808,630579
ENSMUSP00000097301,Zfp408,381410
ENSMUSP00000097308,Zscan12,22758
ENSMUSP00000097314,Gm4981,245263
ENSMUSP00000097588,Atf2,11909
ENSMUSP00000097588,Atf2,102641666
ENSMUSP00000097620,Sp5,64406
ENSMUSP00000097655,Zbtb2,381990
ENSMUSP00000097656,Zbtb2,381990
ENSMUSP00000097740,Hoxc4,15423
ENSMUSP00000097822,Rxra,20181
ENSMUSP00000097847,Zfp788,67607
ENSMUSP00000097885,Bmyc,107771
ENSMUSP00000098092,Hoxb2,103889
ENSMUSP00000098314,Mecp2,17257
ENSMUSP00000098367,Duxbl3,100039293
ENSMUSP00000098373,Duxbl2,100039227
ENSMUSP00000098493,Camta2,216874
ENSMUSP00000098627,Ncor1,20185
ENSMUSP00000098628,Ncor1,20185
ENSMUSP00000098683,Mitf,17342
ENSMUSP00000098709,Zkscan17,268417
ENSMUSP00000098849,Esr2,13983
ENSMUSP00000098903,Atoh1,11921
